,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,price_per_sqft
946,260000,4,1.75,1810,7480,1.0,0,0,3,7,1230,580,1977,98023,47.3275,-122.361,1870,9594,143.646408839779
948,369950,3,1.0,2430,10720,1.0,0,0,3,7,2430,0,1977,98045,47.4895,-121.787,1660,11560,152.24279835390948
950,435000,5,1.0,1410,6750,1.5,0,0,3,6,1410,0,1929,98118,47.5453,-122.27799999999999,1360,6750,308.51063829787233
951,601000,3,1.75,1330,6743,1.0,0,0,3,8,1330,0,1958,98125,47.7012,-122.286,2600,7350,451.8796992481203
952,460500,3,1.0,1490,10650,1.0,0,0,3,7,1150,340,1963,98033,47.663000000000004,-122.178,1730,9800,309.06040268456377
953,720000,3,2.5,2020,1159,3.0,0,3,3,8,2020,0,2000,98103,47.6617,-122.35600000000001,1920,3600,356.43564356435644
954,851000,4,2.5,3130,13202,2.0,0,0,3,10,3130,0,1996,98075,47.5878,-121.976,2840,10470,271.8849840255591
955,550000,4,3.0,2670,5000,2.0,0,2,3,7,2670,0,1916,98126,47.5784,-122.37700000000001,2300,5000,205.99250936329588
956,700000,4,1.0,1980,4560,1.5,0,0,3,7,1980,0,1920,98103,47.6606,-122.331,1810,3245,353.5353535353535
957,323000,3,1.75,2100,14850,1.0,0,0,4,7,2100,0,1963,98042,47.3622,-122.059,1930,17238,153.8095238095238
958,345500,3,1.0,1350,8581,1.0,0,0,5,6,1350,0,1944,98177,47.7612,-122.36200000000001,2080,8451,255.92592592592592
959,378000,4,1.5,2140,7920,1.0,0,0,3,7,1190,950,1959,98118,47.5491,-122.272,2140,7238,176.6355140186916
960,650000,4,2.0,2208,5000,3.0,0,0,5,8,2208,0,1917,98116,47.5711,-122.383,1760,5000,294.3840579710145
961,385000,3,2.0,1010,7380,1.0,0,0,3,7,1010,0,1982,98074,47.6273,-122.06200000000001,1650,9030,381.18811881188117
962,425000,2,1.0,970,2970,1.0,0,0,3,7,970,0,1910,98102,47.6233,-122.319,1670,3000,438.1443298969072
963,210000,4,2.0,1520,6174,1.5,0,0,5,6,1520,0,1920,98022,47.2105,-121.98899999999999,1390,5407,138.1578947368421
964,630000,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,1993,98077,47.7649,-122.04899999999999,2740,33447,229.92700729927006
965,335000,3,1.75,1570,7500,1.0,0,1,3,7,1300,270,1953,98146,47.4999,-122.368,1590,7660,213.37579617834396
966,196500,3,1.0,1320,9000,1.0,0,0,3,7,1320,0,1966,98001,47.3461,-122.272,1320,9800,148.86363636363637
967,582800,4,2.75,2550,7636,1.0,0,0,3,8,1440,1110,1986,98074,47.6471,-122.06,2290,8223,228.54901960784315
968,440000,3,1.75,1560,7207,1.0,0,0,3,7,1250,310,1983,98034,47.7283,-122.22200000000001,1540,7485,282.05128205128204
969,752500,4,2.25,2360,8616,2.0,0,0,4,8,2360,0,1974,98033,47.6495,-122.198,2360,9337,318.85593220338984
970,532500,3,1.75,1330,5000,2.0,0,0,4,7,1210,120,1909,98116,47.5724,-122.384,1500,4000,400.37593984962405
971,265000,3,1.0,1070,9000,1.0,0,0,4,7,1070,0,1950,98198,47.4061,-122.33,1840,12000,247.66355140186917
973,524250,3,2.5,1710,3469,2.0,0,0,3,8,1710,0,1999,98029,47.54600000000001,-122.01100000000001,2120,3560,306.57894736842104
974,765000,4,2.75,2790,10819,2.0,0,0,3,10,2790,0,1996,98027,47.5515,-122.08,3080,12603,274.19354838709677
975,648000,4,2.5,2620,5450,2.0,0,0,3,9,2620,0,2001,98074,47.6301,-122.01899999999999,2590,5371,247.32824427480915
976,469500,5,2.5,2970,24759,1.0,0,0,4,8,1670,1300,1969,98031,47.3908,-122.17299999999999,2100,21803,158.08080808080808
977,237500,3,1.75,1050,7854,1.0,0,0,4,7,1050,0,1975,98023,47.3011,-122.369,1360,7668,226.1904761904762
978,216000,3,1.0,1280,8712,1.0,0,0,4,7,1280,0,1956,98003,47.3298,-122.29700000000001,1420,8800,168.75
979,427200,3,1.0,1030,8400,1.0,0,0,4,7,1030,0,1963,98056,47.5364,-122.17299999999999,1270,8400,414.75728155339806
980,280000,3,2.25,1900,7800,1.0,0,0,4,8,1390,510,1977,98055,47.4545,-122.208,1730,7800,147.3684210526316
981,718000,5,3.0,3070,9804,1.0,0,0,4,9,1740,1330,1968,98006,47.5702,-122.12799999999999,2550,9689,233.87622149837134
982,420000,2,2.75,1760,4139,2.0,0,0,3,8,1760,0,2010,98065,47.5175,-121.87799999999999,1870,3076,238.63636363636363
983,379000,2,1.0,930,5400,1.0,0,0,3,7,930,0,1952,98117,47.6971,-122.37200000000001,1050,5400,407.5268817204301
984,326100,2,1.0,880,7683,1.0,0,0,3,6,880,0,1942,98177,47.7145,-122.361,1370,7695,370.5681818181818
985,535000,3,2.5,1360,1016,3.0,0,0,3,7,1310,50,2003,98115,47.6774,-122.324,1365,1156,393.38235294117646
986,283000,4,2.75,2130,8560,1.0,0,0,3,7,1560,570,1992,98022,47.1949,-122.01,2130,8560,132.8638497652582
987,260000,3,1.0,1480,7469,1.5,0,0,3,6,1120,360,1940,98168,47.5048,-122.301,1460,7379,175.67567567567568
988,399000,4,1.0,1500,6388,1.5,0,0,4,7,1500,0,1951,98126,47.5303,-122.37799999999999,980,5366,266.0
989,484950,3,2.25,1670,5004,2.0,0,0,3,8,1670,0,1987,98029,47.5688,-122.01700000000001,1850,5276,290.38922155688624
990,640000,4,1.75,2060,9828,1.0,0,0,4,8,2060,0,1960,98005,47.5867,-122.17399999999999,2260,9996,310.6796116504854
991,585000,4,2.5,2160,8158,1.0,0,0,4,8,1660,500,1952,98115,47.6948,-122.32799999999999,1520,7208,270.8333333333333
992,645000,4,2.0,2780,11583,1.0,0,3,3,8,1190,1590,1955,98125,47.7293,-122.28399999999999,2580,10241,232.01438848920864
993,253000,3,2.0,1490,7651,1.0,0,0,3,7,1490,0,1988,98003,47.3211,-122.325,1590,7795,169.7986577181208
994,178500,2,1.0,740,6460,1.0,0,0,3,6,740,0,1953,98146,47.5077,-122.344,1170,6975,241.21621621621622
995,291000,4,2.5,1860,6325,2.0,0,0,4,7,1860,0,1991,98038,47.3492,-122.03,1860,6449,156.4516129032258
996,199950,2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,98001,47.2786,-122.25,1310,6000,125.75471698113208
997,553500,2,1.0,850,2340,1.0,0,0,3,7,850,0,1922,98105,47.6707,-122.32799999999999,1300,3000,651.1764705882352
998,189950,2,1.0,1030,4188,1.0,0,0,3,8,1030,0,1981,98038,47.3738,-122.057,1450,3376,184.41747572815535
999,289000,3,2.0,1850,9550,1.0,0,0,3,8,1850,0,1988,98001,47.3225,-122.273,2250,9550,156.21621621621622
1000,700000,4,2.0,1830,4590,2.0,0,0,3,8,1830,0,1908,98105,47.6593,-122.32700000000001,1650,4590,382.5136612021858
1001,270000,3,2.0,1560,8853,1.0,0,0,3,7,1560,0,1967,98058,47.4312,-122.171,1610,8750,173.07692307692307
1002,258000,4,1.75,1730,8320,1.0,0,0,3,7,1230,500,1977,98023,47.327,-122.361,1840,9800,149.13294797687863
1003,530000,3,2.5,1930,7214,2.0,0,0,3,8,1930,0,2005,98125,47.7191,-122.309,1930,7266,274.61139896373055
1004,245000,3,2.25,1422,3677,2.0,0,0,3,7,1422,0,2012,98092,47.3204,-122.178,1677,3677,172.29254571026723
1005,563000,3,2.0,1380,5000,1.5,0,0,4,7,1380,0,1917,98117,47.6807,-122.369,1350,5000,407.9710144927536
1006,515000,3,2.5,2430,4203,2.0,0,0,3,8,2430,0,2001,98065,47.5346,-121.875,2500,4798,211.93415637860082
1007,325000,4,2.5,2610,7091,2.0,0,0,3,9,2610,0,1987,98023,47.3017,-122.34899999999999,2610,7773,124.52107279693486
1008,540000,3,2.25,2000,217800,2.0,0,0,3,8,2000,0,1996,98024,47.5599,-121.911,2220,217800,270.0
1009,280300,2,1.0,920,5000,1.0,0,0,4,6,490,430,1949,98103,47.7008,-122.338,1500,5000,304.67391304347825
1010,460000,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,98117,47.6802,-122.38799999999999,1640,5500,262.85714285714283
1011,475000,3,1.75,2020,8970,1.0,0,0,4,7,1180,840,1981,98072,47.7571,-122.145,2140,8008,235.14851485148515
1012,900000,4,2.25,2460,44431,1.0,0,0,4,9,2460,0,1957,98007,47.6042,-122.147,2830,44431,365.8536585365854
1013,538200,4,3.0,1780,7260,1.0,0,0,4,8,1780,0,1964,98008,47.626999999999995,-122.11399999999999,1810,7920,302.35955056179773
1014,429000,2,1.0,1080,3600,1.0,0,0,3,7,1080,0,1922,98122,47.6078,-122.291,2230,4500,397.22222222222223
1015,164808,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1980,98178,47.5064,-122.265,1490,6320,131.8464
1016,520000,4,2.25,1870,7700,2.0,0,0,3,7,1870,0,1977,98052,47.6937,-122.12700000000001,1970,7700,278.0748663101604
1017,475000,3,1.75,1700,8432,1.0,0,0,3,8,1230,470,1977,98125,47.7221,-122.31700000000001,1800,7842,279.4117647058824
1018,283000,4,1.5,1480,47045,1.0,0,0,5,6,1480,0,1942,98168,47.4809,-122.3,1530,11000,191.21621621621622
1019,321500,4,2.5,1930,6228,2.0,0,0,3,8,1930,0,2000,98030,47.3572,-122.191,1930,6168,166.58031088082902
1020,840000,4,2.75,3130,21810,2.0,0,0,4,10,3130,0,1993,98077,47.7083,-122.073,3330,21810,268.37060702875397
1021,287000,3,2.25,1370,6000,2.0,0,0,4,7,1370,0,1992,98038,47.3484,-122.03299999999999,1370,6200,209.4890510948905
1022,375000,3,1.75,960,8106,1.0,0,0,3,7,960,0,1962,98052,47.6737,-122.156,1650,8035,390.625
1023,349500,3,1.75,1260,7128,1.0,0,0,4,7,1260,0,1969,98034,47.7263,-122.205,1330,7326,277.3809523809524
1024,446450,3,1.5,1480,7749,1.0,0,0,5,7,1480,0,1960,98126,47.5144,-122.37899999999999,1140,5320,301.6554054054054
1025,315000,4,2.5,1930,9643,2.0,0,0,4,7,1930,0,1992,98031,47.4065,-122.18,1930,7525,163.21243523316062
1026,271310,2,1.0,870,5340,1.5,0,0,2,6,870,0,1906,98144,47.5849,-122.302,1190,4440,311.85057471264366
1027,315000,4,1.0,1300,8400,1.5,0,0,4,7,1300,0,1953,98133,47.7612,-122.33200000000001,1330,8400,242.30769230769232
1028,245000,3,1.75,1490,6930,1.0,0,0,4,7,1490,0,1990,98030,47.3682,-122.179,1880,6861,164.4295302013423
1029,543115,2,1.0,1380,5484,1.0,0,0,3,8,1030,350,1947,98199,47.6382,-122.399,1380,5347,393.56159420289856
1030,900000,4,2.0,1190,8190,1.5,0,0,3,7,1190,0,1945,98117,47.6908,-122.397,1190,1567,756.3025210084033
1032,554000,2,2.0,1920,6045,1.0,0,0,3,8,1920,0,2003,98053,47.7107,-122.031,1670,5200,288.5416666666667
1033,249900,3,1.75,2080,12522,1.0,0,0,5,6,2080,0,1950,98001,47.266999999999996,-122.25,1690,11200,120.14423076923077
1034,768000,3,2.5,3220,54160,2.0,0,2,4,9,2690,530,1981,98006,47.5468,-122.109,3460,44374,238.50931677018633
1036,395000,5,2.5,2070,9600,1.0,0,0,3,7,1270,800,1962,98146,47.4997,-122.36399999999999,1950,7800,190.82125603864733
1037,415000,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1995,98103,47.6969,-122.35,1360,2190,280.4054054054054
1038,380000,4,2.5,2000,6921,2.0,0,0,3,8,2000,0,2003,98038,47.3559,-122.014,2430,6339,190.0
1039,566000,3,2.5,1560,5259,2.0,0,0,3,8,1560,0,1999,98075,47.5985,-122.016,2170,5461,362.8205128205128
1040,218500,2,1.0,1600,8961,1.0,0,0,4,7,1390,210,1949,98002,47.3098,-122.21,1502,6798,136.5625
1041,550000,4,2.5,1940,10500,1.0,0,0,4,7,1140,800,1976,98052,47.683,-122.11399999999999,2200,10500,283.50515463917526
1042,512031,3,1.75,1540,3000,1.0,0,2,3,7,770,770,1920,98117,47.6769,-122.36,1420,4200,332.48766233766236
1043,197500,2,1.0,820,8860,1.0,0,0,3,6,820,0,1950,98055,47.452,-122.19,1660,15375,240.85365853658536
1044,470000,3,2.25,1780,8784,1.0,0,0,3,7,1230,550,1977,98033,47.701,-122.17200000000001,1780,7704,264.0449438202247
1045,590000,3,1.75,1560,242629,1.0,0,0,3,7,1560,0,1981,98053,47.6493,-121.956,2320,220654,378.20512820512823
1046,465000,4,2.25,2210,8862,1.0,0,0,4,8,1270,940,1977,98011,47.7725,-122.198,2030,8862,210.40723981900453
1047,499000,2,1.75,2040,114562,1.0,0,0,4,7,2040,0,1968,98027,47.4985,-122.09200000000001,1850,94960,244.6078431372549
1048,515000,3,2.25,1920,11500,1.0,0,0,3,8,1920,0,1972,98006,47.5498,-122.18799999999999,2260,8866,268.2291666666667
1049,716500,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,98105,47.6582,-122.27799999999999,2300,6000,371.2435233160622
1050,410000,3,2.0,1700,4250,1.0,0,0,3,6,890,810,1944,98199,47.6542,-122.385,1440,4250,241.1764705882353
1051,850000,4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,1994,98136,47.5437,-122.38799999999999,1750,6500,246.3768115942029
1053,648000,4,2.5,2380,13435,2.0,0,0,3,10,2380,0,1992,98075,47.5833,-122.02799999999999,2730,9677,272.2689075630252
1054,620000,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,98117,47.6763,-122.37,1250,4880,258.3333333333333
1056,379000,3,1.0,1140,10320,1.0,0,0,4,7,1140,0,1963,98034,47.7168,-122.196,1140,10412,332.4561403508772
1057,699000,3,1.75,1670,5375,1.0,0,0,3,7,1270,400,1952,98199,47.6416,-122.397,1460,6125,418.562874251497
1058,528000,4,2.25,1910,8005,1.0,0,0,3,8,1280,630,1960,98125,47.7259,-122.29799999999999,1860,8010,276.4397905759162
1059,425000,3,1.75,1560,9452,1.0,0,0,4,8,1560,0,1974,98056,47.5197,-122.18,2200,9985,272.43589743589746
1060,249500,2,1.75,1500,8645,1.0,0,0,4,7,1500,0,1963,98042,47.3643,-122.115,1220,8645,166.33333333333334
1062,790000,4,2.75,2840,11900,1.0,0,3,4,9,1640,1200,1961,98136,47.5271,-122.38600000000001,2790,10070,278.16901408450707
1063,399950,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1969,98027,47.5254,-122.04299999999999,1750,11640,392.1078431372549
1064,275000,3,1.5,1410,9000,1.0,0,0,3,7,1410,0,1953,98133,47.7635,-122.35,1910,7214,195.03546099290782
1065,550000,3,1.0,1520,2500,1.5,0,0,3,8,1520,0,1912,98109,47.6347,-122.352,1880,3600,361.8421052631579
1066,140000,1,1.0,730,6890,1.0,0,0,4,4,730,0,1926,98055,47.467,-122.215,1790,7969,191.78082191780823
1067,250000,3,1.0,1190,6250,1.0,0,0,3,7,990,200,1954,98108,47.5658,-122.292,1760,6434,210.08403361344537
1068,318000,3,2.25,1410,8909,2.0,0,2,3,7,1410,0,1988,98198,47.3983,-122.31,2050,8909,225.53191489361703
1069,505000,2,1.0,1240,57000,1.0,0,0,3,7,1240,0,1962,98075,47.597,-122.059,3050,25545,407.258064516129
1070,470500,5,2.5,2500,9248,1.0,0,0,3,8,1300,1200,1966,98006,47.5415,-122.18,2090,8568,188.2
1071,360000,3,1.0,1050,9206,1.5,0,0,3,7,1050,0,1954,98125,47.7071,-122.301,1380,6384,342.85714285714283
1074,515000,2,1.0,1060,4228,1.0,0,0,3,7,860,200,1906,98112,47.6231,-122.29299999999999,1060,4187,485.8490566037736
1075,320000,3,1.75,2300,41900,1.0,0,0,4,8,1310,990,1939,98168,47.477,-122.292,1160,8547,139.1304347826087
1076,310000,4,3.0,2010,7426,1.0,0,0,5,7,1090,920,1951,98178,47.5042,-122.265,1470,7426,154.22885572139305
1077,356700,2,1.0,1090,5000,1.0,0,0,4,7,730,360,1942,98126,47.5258,-122.37799999999999,990,5250,327.2477064220183
1078,775000,4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,98199,47.6397,-122.38799999999999,1840,5596,334.05172413793105
1079,325000,3,1.0,1040,7541,1.0,0,0,3,6,1040,0,1951,98133,47.7565,-122.339,1140,6100,312.5
1080,208000,4,2.75,1810,8677,1.5,0,0,3,7,1810,0,1962,98198,47.3668,-122.31,1740,8677,114.9171270718232
1081,825000,2,1.0,1150,12775,1.0,1,4,4,6,1150,0,1908,98178,47.501999999999995,-122.22200000000001,2440,11852,717.3913043478261
1082,515000,3,2.5,2360,11254,1.0,0,2,3,9,2360,0,1990,98003,47.3356,-122.333,2390,11254,218.22033898305085
1083,490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,98122,47.6163,-122.292,1940,4000,248.73096446700507
1084,675000,4,3.0,2690,28300,1.0,0,0,3,8,2690,0,1954,98166,47.4458,-122.34299999999999,2820,27100,250.92936802973978
1085,360000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,98144,47.571999999999996,-122.29,1340,4080,173.07692307692307
1086,550000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,98144,47.571999999999996,-122.29,1340,4080,264.4230769230769
1087,225000,3,1.5,1370,9000,1.0,0,0,3,7,1370,0,1962,98168,47.4973,-122.32799999999999,1400,9075,164.23357664233578
1088,500000,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,98058,47.4497,-122.147,2260,10128,146.6275659824047
1089,385000,4,2.0,1850,11700,1.0,0,0,4,8,1850,0,1969,98059,47.4702,-122.12,2110,11700,208.1081081081081
1090,837700,5,2.75,3010,12611,2.0,0,0,3,10,3010,0,1994,98052,47.696000000000005,-122.102,2890,9456,278.30564784053155
1091,448000,3,2.25,1530,3056,2.0,0,0,3,7,1530,0,2003,98053,47.6817,-122.035,1560,3064,292.81045751633985
1092,730000,5,1.75,2690,21357,1.0,0,0,4,7,1420,1270,1952,98004,47.5831,-122.191,2600,17539,271.37546468401484
1093,575000,4,1.5,2810,7140,1.0,0,2,3,8,1490,1320,1954,98136,47.5252,-122.382,2240,6825,204.62633451957296
1094,430000,3,1.75,1810,7300,1.0,0,0,4,7,1240,570,1976,98034,47.7299,-122.19200000000001,1460,7560,237.56906077348066
1095,435000,3,2.5,1560,3987,2.0,0,0,3,7,1560,0,2002,98053,47.687,-122.04299999999999,1600,3152,278.84615384615387
1096,241000,3,1.0,1010,9611,1.0,0,0,4,6,1010,0,1973,98092,47.3006,-122.066,1200,9611,238.6138613861386
1097,453500,2,1.75,1000,1760,1.0,0,0,4,6,600,400,1924,98109,47.6261,-122.355,2120,2802,453.5
1098,285000,2,1.5,990,1380,3.0,0,0,3,7,990,0,2001,98133,47.7218,-122.35600000000001,1050,1380,287.8787878787879
1099,151000,2,1.0,720,4222,1.0,0,0,4,5,720,0,1942,98056,47.4965,-122.186,860,4785,209.72222222222223
1101,631000,5,2.0,2270,2400,2.0,0,0,3,7,2270,0,1905,98122,47.6051,-122.319,1320,2400,277.9735682819383
1102,285000,2,2.5,1380,1073,2.0,0,0,3,7,1140,240,2011,98126,47.5462,-122.369,1580,2036,206.52173913043478
1103,195000,3,1.0,1260,8378,1.0,0,0,4,6,840,420,1959,98023,47.3274,-122.348,1140,8496,154.76190476190476
1104,817500,4,2.5,2910,35679,2.0,0,0,4,9,2910,0,1987,98075,47.5859,-121.991,2720,36728,280.92783505154637
1105,550000,3,2.0,1810,12825,1.0,0,0,4,7,1810,0,1960,98007,47.5953,-122.14,1490,10800,303.8674033149171
1107,609850,2,2.75,1910,1369,3.0,0,0,3,9,1910,0,2002,98119,47.6544,-122.37299999999999,1910,1879,319.29319371727746
1108,200000,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,1947,98106,47.5352,-122.361,1525,6026,162.60162601626016
1109,367000,4,2.5,2960,6219,2.0,0,0,3,9,2960,0,2006,98038,47.3603,-122.037,2960,5361,123.98648648648648
1110,285167,3,2.25,2200,8375,2.0,0,0,3,8,2200,0,1988,98092,47.2626,-122.21799999999999,2200,10002,129.62136363636364
1111,275000,2,1.5,1270,32175,1.0,0,0,4,7,1270,0,1947,98003,47.3347,-122.304,1270,10200,216.53543307086613
1112,350900,4,2.5,2540,12843,2.0,0,0,3,9,2540,0,1992,98030,47.3866,-122.169,2410,9383,138.1496062992126
1113,660000,4,3.25,3030,9273,2.0,0,0,5,8,3030,0,1988,98029,47.5747,-122.014,2360,7632,217.82178217821783
1114,525000,3,1.75,1520,8835,1.0,0,0,4,7,1520,0,1957,98008,47.6054,-122.118,1760,8580,345.39473684210526
1115,262000,4,2.5,1560,7800,2.0,0,0,3,7,1560,0,1997,98168,47.513999999999996,-122.316,1160,7800,167.94871794871796
1116,690000,2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,98103,47.6561,-122.33200000000001,1500,4560,711.340206185567
1117,624000,5,3.75,3570,14648,2.0,0,0,3,9,3570,0,2005,98019,47.7377,-121.97399999999999,3160,7882,174.78991596638656
1118,353000,3,1.0,1350,7740,1.0,0,0,4,6,860,490,1947,98125,47.7098,-122.291,1130,7740,261.48148148148147
1119,552500,4,3.5,3710,10400,2.0,0,0,3,8,2290,1420,2002,98056,47.5041,-122.186,1720,4276,148.92183288409703
1120,224500,4,1.0,1430,8355,1.5,0,0,4,7,1430,0,1983,98092,47.3178,-122.17399999999999,1550,7938,156.993006993007
1121,239000,3,1.0,940,8571,1.0,0,0,3,6,940,0,1950,98146,47.5006,-122.336,1100,8573,254.25531914893617
1124,505000,3,1.0,1380,4000,1.5,0,0,3,7,1380,0,1910,98112,47.6261,-122.296,1690,4000,365.94202898550725
1125,302000,4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,1963,98059,47.5008,-122.162,1650,7865,149.5049504950495
1126,170000,3,1.0,1480,5670,1.0,0,0,3,6,780,700,1944,98106,47.5175,-122.36,760,5040,114.86486486486487
1127,195000,2,1.0,1190,27007,1.0,0,0,4,5,1190,0,1910,98027,47.523999999999994,-122.04,1730,12632,163.8655462184874
1128,272000,5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,98056,47.5014,-122.17200000000001,1380,6300,106.66666666666667
1129,369000,5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,98056,47.5014,-122.17200000000001,1380,6300,144.7058823529412
1130,332500,3,1.5,1500,6332,1.0,0,0,3,7,1500,0,1953,98125,47.7274,-122.31200000000001,1500,6337,221.66666666666666
1131,515000,3,2.5,3000,8250,1.0,0,0,4,8,1760,1240,1963,98008,47.6191,-122.11200000000001,2040,8250,171.66666666666666
1132,269000,3,1.0,1690,4250,1.0,0,0,3,7,1020,670,1967,98178,47.4945,-122.258,1820,8865,159.1715976331361
1134,303000,3,2.5,1560,4100,2.0,0,0,3,7,1560,0,1985,98055,47.4733,-122.189,1660,4400,194.23076923076923
1135,420000,7,3.0,2940,8624,1.0,0,0,3,8,1690,1250,1977,98155,47.7555,-122.307,1850,8031,142.85714285714286
1136,400000,3,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,98117,47.6856,-122.385,1800,4100,353.98230088495575
1137,225000,3,1.0,1020,8437,1.0,0,0,5,6,1020,0,1987,98022,47.2093,-122.0,1420,8500,220.58823529411765
1138,219000,2,2.0,1310,2550,2.0,0,0,3,6,1310,0,2004,98038,47.3496,-122.022,1310,2550,167.17557251908397
1139,605000,3,2.5,2570,9487,2.0,0,3,3,9,2570,0,1989,98011,47.7408,-122.21600000000001,2490,9898,235.40856031128405
1140,625000,4,2.0,2020,6867,1.0,0,0,5,8,1010,1010,1942,98115,47.7,-122.292,1250,6842,309.4059405940594
1141,380000,5,2.0,1680,3240,1.0,0,0,3,5,840,840,1906,98144,47.5965,-122.311,1380,1260,226.1904761904762
1142,620000,4,2.0,1770,7700,1.5,0,0,4,7,1770,0,1962,98007,47.5916,-122.146,1710,7700,350.28248587570624
1143,687500,4,2.75,3190,10970,2.0,0,0,3,10,3190,0,1994,98075,47.5862,-122.029,2850,8416,215.51724137931035
1144,225500,4,2.0,1440,7950,1.0,0,0,5,6,1440,0,1962,98058,47.4517,-122.08200000000001,1530,20037,156.59722222222223
1145,252500,3,2.0,1150,6000,1.0,0,0,5,7,1150,0,1956,98178,47.498000000000005,-122.26299999999999,1980,6360,219.56521739130434
1146,510000,3,2.5,1860,3658,2.0,0,0,3,8,1860,0,1994,98029,47.5703,-122.00399999999999,1840,3739,274.19354838709677
1147,510000,4,2.5,2430,5203,2.0,0,0,3,8,2430,0,2003,98155,47.7402,-122.31700000000001,2260,7474,209.87654320987653
1148,725000,3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,98109,47.6372,-122.352,1440,4000,373.7113402061856
1150,492000,2,1.0,880,2970,1.0,0,0,3,7,880,0,1927,98103,47.6868,-122.34899999999999,1370,3060,559.0909090909091
1151,425000,4,2.5,1930,14196,1.0,0,0,4,7,1330,600,1977,98072,47.7407,-122.09700000000001,1470,12852,220.20725388601036
1153,298900,3,2.5,1830,6162,2.0,0,0,3,8,1830,0,1994,98092,47.3291,-122.17,1860,7017,163.33333333333334
1154,699000,4,2.5,3230,40319,2.0,0,0,4,10,3230,0,1987,98027,47.4856,-122.069,2990,40234,216.40866873065016
1155,310000,2,1.0,700,3000,1.0,0,0,4,6,700,0,1918,98103,47.6846,-122.346,1560,4500,442.85714285714283
1156,350000,3,1.75,1010,8580,1.0,0,0,3,7,1010,0,1961,98033,47.6703,-122.17399999999999,1500,8580,346.53465346534654
1157,790000,4,1.75,2460,10061,1.0,1,4,3,7,1410,1050,1961,98178,47.5105,-122.238,2300,10061,321.1382113821138
1158,305000,4,2.5,2230,5000,2.0,0,0,3,8,2230,0,2003,98031,47.3919,-122.184,2230,6137,136.77130044843048
1159,315000,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,98118,47.5412,-122.288,1610,2582,200.63694267515925
1160,267500,5,3.5,2390,6600,2.0,0,0,5,7,2390,0,1977,98042,47.3737,-122.115,1140,6600,111.92468619246861
1162,435000,6,3.5,2400,8620,2.0,0,0,3,8,1640,760,1987,98034,47.7152,-122.162,1940,7350,181.25
1163,482500,6,4.5,2940,7500,1.5,0,0,4,8,2940,0,1966,98034,47.7208,-122.182,2010,7500,164.1156462585034
1165,439995,3,1.75,1570,8400,1.0,0,0,4,7,1570,0,1959,98133,47.76,-122.34,1860,8639,280.2515923566879
1166,460000,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,98034,47.7276,-122.181,2080,8000,302.63157894736844
1167,194000,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,98023,47.3186,-122.37299999999999,1190,6532,181.30841121495328
1168,290000,2,0.75,440,8313,1.0,1,3,4,5,440,0,1943,98070,47.4339,-122.512,880,26289,659.0909090909091
1169,274700,4,2.0,2440,9600,1.0,0,0,5,7,1220,1220,1963,98031,47.4142,-122.179,1370,9600,112.58196721311475
1170,900000,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,98105,47.6609,-122.324,1510,3825,338.34586466165416
1172,605000,3,2.5,2010,3667,2.0,0,0,3,9,2010,0,2008,98027,47.545,-122.015,2350,3600,300.9950248756219
1173,359000,3,2.5,1450,3850,2.0,0,0,3,7,1450,0,2004,98065,47.5318,-121.85,1970,3748,247.58620689655172
1174,850000,3,1.75,1400,9900,1.0,0,0,3,7,1400,0,1951,98004,47.6272,-122.209,1810,10796,607.1428571428571
1175,505000,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,98107,47.6748,-122.385,1550,5000,336.6666666666667
1176,565000,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,1990,98072,47.7441,-122.17299999999999,2790,7642,226.0
