id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
3529000930,1402876800000000000,530000.0,4,2.5,2050,6360,2.0,0,3,8,2050,0,1988,98029,47.5641,-122.01100000000001,2070,7541
4141400100,1421712000000000000,545000.0,4,2.25,2050,9720,2.0,0,3,8,2050,0,1967,98008,47.5911,-122.119,2310,9680
7399800110,1418083200000000000,565000.0,4,2.75,1960,48787,1.5,0,4,9,1960,0,1983,98072,47.7484,-122.111,1970,36425
4040800600,1402272000000000000,502000.0,3,1.75,1300,8800,1.0,0,4,8,1300,0,1963,98008,47.6199,-122.116,1350,8800
3629920300,1414972800000000000,425000.0,3,2.25,1260,3000,2.0,0,3,7,1260,0,2003,98029,47.5454,-121.99700000000001,1630,3042
8944290090,1403481600000000000,233500.0,3,2.25,1650,2958,2.0,0,3,7,1650,0,1985,98031,47.3916,-122.167,1510,3788
3313600266,1423785600000000000,190000.0,3,1.0,1180,8775,1.0,0,3,7,1180,0,1966,98002,47.2848,-122.223,1300,8100
9508850100,1414972800000000000,666000.0,3,2.25,2780,31510,2.0,0,3,8,2780,0,1979,98053,47.67,-122.024,2890,36400
4123810090,1410220800000000000,393000.0,3,2.25,2140,10256,2.0,0,3,8,2140,0,1987,98038,47.3751,-122.044,2040,11717
1180500100,1411516800000000000,353000.0,4,2.75,1920,4627,1.0,0,3,8,1010,910,1998,98178,47.5003,-122.23,1910,7210
7549801140,1413763200000000000,260000.0,2,1.0,750,6720,1.0,0,3,6,750,0,1916,98108,47.552,-122.31,920,6720
7254000100,1418601600000000000,680000.0,3,2.5,2060,2551,2.0,0,3,8,1900,160,2001,98005,47.5881,-122.165,2060,2936
644200090,1405382400000000000,921000.0,3,2.25,2380,11200,1.0,0,4,8,2380,0,1963,98004,47.5873,-122.193,2010,11200
5101407305,1418860800000000000,319000.0,2,1.0,750,6380,1.0,0,3,7,750,0,1949,98125,47.7033,-122.30799999999999,1690,6495
7454001280,1402444800000000000,220000.0,3,1.0,1050,6300,1.0,0,3,6,1050,0,1942,98146,47.5128,-122.374,740,6300
8651440740,1421798400000000000,219000.0,3,1.5,1740,5200,1.0,0,4,7,1060,680,1977,98042,47.3657,-122.094,1540,5200
1954430190,1407456000000000000,528000.0,4,2.75,2050,7171,1.0,0,3,8,1540,510,1988,98074,47.6194,-122.042,1960,7110
4292300010,1401148800000000000,405000.0,3,1.75,1980,8100,1.0,0,4,7,1310,670,1949,98133,47.7353,-122.331,1450,8212
8929000290,1400025600000000000,372977.0,3,2.5,1690,1618,2.0,0,3,8,1150,540,2014,98029,47.5518,-121.99799999999999,1690,1618
7501000130,1399248000000000000,800866.0,5,2.5,3180,13806,2.0,0,4,10,3180,0,1990,98033,47.652,-122.182,3180,13798
3816300095,1400025600000000000,310000.0,3,1.0,1050,9876,1.0,0,3,7,1050,0,1953,98028,47.7635,-122.262,1760,9403
7399301100,1417651200000000000,315000.0,3,1.75,1480,6800,1.0,0,4,7,1480,0,1968,98055,47.4633,-122.18799999999999,1500,7900
7811000020,1415836800000000000,490000.0,3,1.75,1660,8208,1.0,0,4,8,1660,0,1965,98005,47.5919,-122.154,2210,11000
5690500095,1409011200000000000,735000.0,3,3.25,2960,39370,2.0,0,3,10,2960,0,1989,98011,47.7452,-122.20200000000001,2960,56628
8929000170,1402876800000000000,357186.0,2,1.75,1210,1040,2.0,0,3,8,1210,0,2014,98029,47.5519,-121.999,1210,1090
2621400080,1422403200000000000,275000.0,4,2.5,2120,6754,2.0,0,3,7,2120,0,1998,98030,47.3629,-122.184,2120,6937
8154100020,1409961600000000000,248500.0,3,1.75,2090,12026,1.0,0,4,7,2090,0,1948,98002,47.3095,-122.21700000000001,1700,9496
8718500275,1405382400000000000,390000.0,3,2.75,1950,12240,1.0,0,3,7,1250,700,1956,98028,47.7401,-122.258,1880,12000
9113200020,1402531200000000000,717000.0,3,2.5,2480,5137,2.0,0,3,9,2480,0,2000,98052,47.684,-122.164,2480,6023
3912000020,1430352000000000000,745000.0,3,2.0,2290,5001,1.0,0,4,7,1490,800,1960,98103,47.6909,-122.339,1230,5001
8078370010,1424217600000000000,470000.0,4,2.5,2320,12042,1.0,0,4,7,1320,1000,1975,98072,47.763000000000005,-122.16,2160,7054
5104650020,1430784000000000000,429000.0,3,2.5,2530,8820,2.0,0,3,8,2530,0,1997,98031,47.42,-122.205,2340,9472
7417700664,1428451200000000000,220000.0,4,2.0,1400,7140,1.0,0,3,7,1400,0,1969,98155,47.7719,-122.309,1610,10500
2770604920,1409702400000000000,497000.0,3,3.0,2060,1850,2.0,0,3,8,1400,660,2007,98119,47.6543,-122.37299999999999,1910,2951
2210500019,1427155200000000000,937500.0,3,1.0,1320,8500,1.0,0,4,7,1320,0,1954,98039,47.6187,-122.226,2790,10800
5412400170,1428969600000000000,259000.0,3,2.0,1390,7120,1.0,0,3,7,1390,0,1988,98030,47.3786,-122.179,1530,7688
3288100290,1430956800000000000,605000.0,3,2.75,3230,9576,1.5,0,4,8,3230,0,1966,98034,47.7307,-122.18299999999999,2820,9576
5145000190,1414972800000000000,369950.0,3,1.0,1110,7603,1.0,0,3,7,1110,0,1967,98034,47.7262,-122.22399999999999,1260,8094
6679000170,1428969600000000000,310000.0,3,2.5,1670,4220,2.0,0,3,7,1670,0,2002,98038,47.3834,-122.02799999999999,1670,4238
8731981410,1416528000000000000,274000.0,4,2.25,2090,7400,1.0,0,3,9,1670,420,1973,98023,47.3178,-122.38,2260,8000
3574801350,1416441600000000000,410000.0,3,2.0,1410,8088,1.0,0,3,7,1410,0,1987,98034,47.7303,-122.227,1770,7401
2022059308,1430784000000000000,353000.0,3,2.0,1678,13862,1.0,0,3,7,1678,0,1994,98030,47.3744,-122.19,1550,11753
2525300480,1425427200000000000,224975.0,3,1.0,960,12745,1.0,0,4,6,960,0,1977,98038,47.3617,-122.03,1160,10488
7979900440,1431388800000000000,600000.0,2,1.75,2080,13054,1.0,1,3,7,2080,0,1951,98155,47.7435,-122.292,2440,13054
2558660290,1424217600000000000,437500.0,3,2.25,1790,7700,1.0,0,4,7,1340,450,1976,98034,47.7205,-122.16799999999999,1610,7350
8650300190,1400630400000000000,567000.0,3,2.5,2540,6093,2.0,0,3,9,2540,0,1999,98034,47.7042,-122.236,2540,5924
1105000233,1409961600000000000,255000.0,2,1.0,940,9330,1.0,0,3,6,940,0,1941,98118,47.5445,-122.273,1900,6145
945000250,1402617600000000000,370000.0,2,1.0,900,4600,1.0,0,3,6,900,0,1951,98117,47.6918,-122.361,1060,4600
4101410050,1429574400000000000,675000.0,4,1.75,1900,8800,1.0,0,3,8,1140,760,1975,98033,47.6579,-122.197,2280,8800
1571100130,1409788800000000000,285000.0,3,1.0,1440,4268,1.0,0,3,7,1040,400,1953,98108,47.5468,-122.29299999999999,1370,4268
7932000078,1399420800000000000,310000.0,3,1.75,2070,37904,1.0,0,4,7,1420,650,1973,98058,47.425,-122.186,2011,19110
2592400170,1417478400000000000,475000.0,4,2.5,2240,7245,1.0,0,4,7,1140,1100,1972,98034,47.7161,-122.17,1740,7350
2517010630,1431043200000000000,410000.0,4,2.5,3320,5034,2.0,0,4,7,3320,0,2006,98042,47.4011,-122.164,2580,4950
6926700225,1404259200000000000,895000.0,4,2.25,1950,5950,1.0,0,3,8,1330,620,1947,98109,47.638999999999996,-122.34700000000001,2600,5593
8820902905,1408665600000000000,375000.0,3,1.5,1240,7733,1.0,0,3,6,790,450,1941,98125,47.714,-122.28299999999999,1130,7733
5104510190,1430092800000000000,349000.0,4,2.5,1830,4694,2.0,0,3,7,1830,0,2003,98038,47.3573,-122.016,1830,5175
2425700005,1430179200000000000,760000.0,3,1.75,1410,15120,1.0,0,4,7,1410,0,1950,98004,47.5974,-122.195,1880,15120
9276201190,1400544000000000000,480000.0,4,2.75,2050,3960,1.0,0,4,7,1180,870,1986,98116,47.5808,-122.39399999999999,1440,5040
8644210050,1411689600000000000,689000.0,4,2.75,3220,16145,2.0,0,3,10,3220,0,1993,98075,47.5786,-121.995,3200,12921
2891000680,1430092800000000000,195000.0,3,1.75,1070,6110,1.0,0,4,7,1070,0,1968,98002,47.3249,-122.20700000000001,1350,6148
3330500920,1414627200000000000,339950.0,2,1.0,800,3090,1.0,0,4,6,800,0,1925,98118,47.5518,-122.277,1400,3090
8097000380,1408320000000000000,339900.0,3,2.5,2420,7423,2.0,0,3,8,2420,0,1990,98092,47.3199,-122.186,2260,7629
1324300380,1405468800000000000,550000.0,3,1.0,1600,5000,1.5,0,3,7,1110,490,1947,98107,47.655,-122.35799999999999,1380,5000
3226049478,1406246400000000000,430000.0,4,1.0,1350,9000,1.5,0,4,7,1350,0,1964,98103,47.6953,-122.33200000000001,1940,8000
7941500170,1417478400000000000,219000.0,3,1.0,970,7790,1.0,0,3,6,970,0,1967,98003,47.3165,-122.325,1150,8160
7522500005,1408060800000000000,555000.0,2,1.5,1780,4750,1.0,0,4,7,1080,700,1947,98117,47.6859,-122.395,1690,5962
1545801630,1405900800000000000,233000.0,3,2.0,1350,7686,1.0,0,3,7,1350,0,1989,98038,47.3609,-122.053,1470,7686
5151600480,1427932800000000000,248000.0,3,1.75,1840,19501,1.0,0,4,8,1270,570,1972,98003,47.3364,-122.318,1910,12000
2731600080,1429660800000000000,454000.0,5,2.25,2550,9200,1.0,0,4,8,1580,970,1975,98166,47.4673,-122.363,2090,9200
6649300190,1409702400000000000,407500.0,5,2.0,2740,8230,1.5,0,3,7,2210,530,1962,98155,47.7352,-122.29700000000001,2130,8232
1312200080,1401235200000000000,224000.0,3,1.5,1560,7300,1.0,0,4,7,1040,520,1964,98001,47.3427,-122.281,1460,7910
1721801025,1405641600000000000,210000.0,2,1.0,1040,4590,1.0,0,3,7,1040,0,1954,98146,47.5078,-122.337,1040,6120
9297301495,1422921600000000000,440000.0,3,2.5,2160,3738,2.0,0,3,8,2160,0,1994,98126,47.5661,-122.375,1500,4000
9477100170,1405900800000000000,375000.0,3,1.5,1370,9720,2.0,0,3,7,1370,0,1968,98034,47.7302,-122.197,1510,8775
6705120280,1427760000000000000,428000.0,2,2.5,1414,1960,2.0,0,3,8,1414,0,1986,98006,47.5423,-122.189,1414,2511
6858700225,1412380800000000000,199950.0,3,1.75,1550,6225,1.0,0,4,7,1550,0,1949,98002,47.3098,-122.21799999999999,1760,9496
8712100605,1414454400000000000,840000.0,4,2.25,2100,3671,1.5,0,3,8,1750,350,1929,98112,47.6359,-122.3,1800,4560
5706200280,1404172800000000000,382500.0,3,1.75,1040,9000,1.0,0,4,7,1040,0,1967,98027,47.5253,-122.04299999999999,1750,10878
109210280,1415664000000000000,220000.0,4,2.25,1950,7280,2.0,0,4,8,1950,0,1979,98023,47.2957,-122.37,1910,7280
3216900080,1411603200000000000,325000.0,3,2.5,1880,6818,2.0,0,3,8,1880,0,1993,98031,47.4206,-122.18299999999999,1970,7000
629500170,1427328000000000000,679950.0,4,2.5,2850,5664,2.0,0,3,9,2850,0,2001,98075,47.5835,-121.99600000000001,2850,5475
5272200005,1424217600000000000,175000.0,2,1.0,1160,6911,1.0,0,3,7,1160,0,1947,98125,47.7149,-122.318,1120,6948
7205000080,1417392000000000000,268000.0,3,1.75,1370,10050,1.0,1,4,7,1370,0,1966,98023,47.3338,-122.34100000000001,1720,10050
524069049,1427932800000000000,700000.0,3,1.5,1460,78408,1.0,0,4,7,1460,0,1963,98075,47.59,-122.05799999999999,3320,7787
3832710680,1405900800000000000,215000.0,4,2.0,1540,7575,1.0,0,4,7,1040,500,1978,98032,47.3664,-122.279,1720,7575
686200840,1429660800000000000,593450.0,4,2.25,2130,7172,2.0,0,4,8,2130,0,1964,98008,47.6271,-122.11200000000001,1910,7653
8682310460,1404864000000000000,498800.0,2,1.75,1350,4614,1.0,0,3,8,1350,0,2008,98053,47.7091,-122.015,1680,4775
8805900430,1419811200000000000,1151250.0,4,2.5,1940,4875,2.0,0,4,9,1940,0,1925,98112,47.6427,-122.304,1790,4875
8856890020,1424736000000000000,265000.0,3,1.75,1680,9769,1.0,0,3,8,1340,340,1989,98058,47.4631,-122.126,1730,9686
2115510470,1419292800000000000,285000.0,4,2.25,1960,10400,1.0,0,4,8,1220,740,1985,98023,47.3199,-122.39200000000001,1650,8660
1545803890,1419984000000000000,240000.0,3,1.75,1590,7931,1.0,0,3,7,1190,400,1979,98038,47.3628,-122.05,1680,7931
3322049126,1405900800000000000,261000.0,4,1.0,1390,17739,1.0,0,3,7,1390,0,1958,98003,47.3457,-122.302,1230,7840
6669020500,1403827200000000000,330000.0,4,1.75,2440,7350,1.0,0,3,8,1610,830,1978,98032,47.3743,-122.285,2180,7680
3832710840,1401667200000000000,250000.0,4,2.0,1850,7560,1.0,0,4,7,1540,310,1978,98032,47.3666,-122.277,1620,7658
7140200380,1414627200000000000,275000.0,3,2.0,1910,8050,1.0,0,4,7,1000,910,1980,98030,47.37,-122.17,1780,7344
6132600380,1426809600000000000,562200.0,3,1.5,1900,5250,1.0,0,4,7,1500,400,1943,98117,47.6991,-122.39200000000001,1810,5250
1771100130,1426464000000000000,332900.0,3,1.5,1190,11996,1.0,0,4,7,1190,0,1969,98077,47.7561,-122.071,1190,9756
8856700190,1429747200000000000,721000.0,3,2.25,2040,18360,2.0,0,4,8,2040,0,1983,98052,47.6976,-122.137,2590,21315
5648600190,1430265600000000000,310000.0,3,2.5,1670,5791,2.0,0,3,7,1670,0,1995,98055,47.4424,-122.18799999999999,1610,6034
5438000280,1429056000000000000,325000.0,3,1.75,2920,10573,1.0,0,4,7,2920,0,1964,98055,47.4429,-122.195,1560,10572
9201000480,1415750400000000000,550000.0,3,1.75,1840,9401,1.0,0,3,8,1840,0,1971,98075,47.5847,-122.075,2850,14323
522069022,1405296000000000000,599000.0,5,2.5,2950,72309,2.0,0,3,8,2950,0,2006,98058,47.4186,-122.079,1480,56192
4331400190,1415750400000000000,259950.0,3,1.5,1240,9500,1.0,0,4,7,1240,0,1955,98166,47.4756,-122.35,1845,10125
9407150130,1417392000000000000,240000.0,4,2.5,1980,7264,2.0,0,3,7,1980,0,1996,98038,47.3678,-122.01899999999999,1600,6380
2212900470,1423612800000000000,186000.0,3,1.0,1200,10080,1.0,0,4,7,1200,0,1969,98042,47.3261,-122.135,1230,9800
6600220080,1423008000000000000,395000.0,3,1.5,1280,15028,1.0,0,3,7,1280,0,1982,98074,47.6304,-122.035,1470,13698
9558050020,1410739200000000000,475000.0,4,2.5,3150,5757,2.0,0,3,9,3150,0,2004,98058,47.4568,-122.117,3100,5757
5450300010,1409616000000000000,572000.0,3,1.5,1680,13751,1.0,0,4,7,1680,0,1951,98040,47.5716,-122.227,1760,13500
339600460,1413504000000000000,419500.0,3,2.5,1360,3188,2.0,0,3,7,1360,0,1986,98052,47.6831,-122.096,1090,3188
9264910920,1409702400000000000,298700.0,3,2.25,2110,7350,1.0,0,3,8,1530,580,1980,98023,47.3088,-122.34100000000001,2640,7777
2123049420,1429660800000000000,278000.0,3,1.5,1900,9994,1.0,0,3,7,1120,780,1960,98168,47.4729,-122.301,1900,9994
9257900010,1429660800000000000,499900.0,4,2.25,2360,7650,1.0,0,3,8,1640,720,1963,98155,47.75,-122.292,2320,11060
6844702630,1415404800000000000,450000.0,3,1.75,1160,6120,1.0,0,3,7,1040,120,1941,98115,47.6926,-122.287,1530,6120
3630090050,1424390400000000000,690000.0,4,3.5,2710,2147,2.0,0,3,10,2220,490,2007,98029,47.5468,-121.994,2650,2252
2395710020,1407369600000000000,369000.0,4,2.75,2420,6495,2.0,0,3,8,2420,0,2005,98038,47.3771,-122.029,2420,6200
9572000080,1402876800000000000,300000.0,5,3.0,1940,6355,1.0,0,3,8,1200,740,2007,98168,47.498000000000005,-122.322,1940,5033
2459970020,1416787200000000000,360000.0,4,2.5,1950,5451,2.0,0,3,7,1950,0,2004,98058,47.4341,-122.14399999999999,2240,6221
5547700190,1427673600000000000,672500.0,3,2.5,2450,5760,2.0,0,3,9,2450,0,2000,98074,47.6145,-122.02600000000001,2450,5762
3277801640,1417478400000000000,440000.0,4,1.5,1690,3245,1.5,0,3,8,1690,0,1929,98126,47.5445,-122.375,1380,1590
8077200470,1405641600000000000,590000.0,4,2.5,2290,11072,2.0,0,3,9,2290,0,1986,98074,47.6283,-122.03,2340,9774
302000545,1422316800000000000,359000.0,4,2.25,2710,22860,1.0,0,4,7,1850,860,1962,98001,47.3207,-122.266,1700,22860
9542801990,1401321600000000000,266500.0,4,1.75,1880,7632,1.0,0,4,7,1180,700,1978,98023,47.3068,-122.37200000000001,1840,8528
3343901403,1418688000000000000,635000.0,4,2.5,2930,8679,2.0,0,3,8,2930,0,2014,98056,47.5164,-122.19,2030,7264
7923300285,1426118400000000000,650000.0,4,2.25,2440,9320,1.0,0,4,7,1880,560,1957,98007,47.5933,-122.135,1530,9335
1823059028,1424736000000000000,312500.0,4,1.75,2280,7840,1.0,0,3,7,1280,1000,1957,98055,47.4809,-122.22399999999999,2120,7260
8864000440,1411603200000000000,225000.0,3,1.0,900,6099,1.0,0,3,6,790,110,1944,98168,47.4807,-122.289,1240,6099
9512500680,1416355200000000000,425000.0,4,1.75,1980,8400,1.0,0,3,7,1330,650,1968,98052,47.6721,-122.152,1920,8400
4376700430,1405468800000000000,572000.0,5,2.25,2340,9225,2.0,0,3,8,2340,0,1973,98052,47.6369,-122.098,2140,9348
8562890430,1428364800000000000,386500.0,4,2.5,3110,5048,2.0,0,3,8,3110,0,2002,98042,47.3782,-122.125,3110,5190
7228500094,1418342400000000000,278000.0,4,2.0,1480,6324,1.0,0,3,7,1480,0,1943,98122,47.6147,-122.302,1480,3600
8078700020,1401753600000000000,474900.0,3,2.25,1800,43647,1.0,0,4,8,1800,0,1976,98072,47.7757,-122.132,2480,25608
7237590010,1401926400000000000,214100.0,2,2.5,1150,2064,2.0,0,3,7,1150,0,2004,98001,47.3516,-122.292,1880,2855
3158500250,1400025600000000000,317000.0,3,2.5,1840,5011,2.0,0,3,8,1840,0,2012,98038,47.3555,-122.054,2000,4793
868001402,1425513600000000000,1000000.0,4,3.5,3180,12528,2.0,1,4,9,2060,1120,1979,98177,47.7058,-122.37899999999999,2850,11410
5606000233,1429833600000000000,1000000.0,5,2.75,1510,5700,2.0,1,4,7,1510,0,1946,98105,47.6653,-122.27,2190,5700
5214500660,1430784000000000000,525000.0,4,2.5,3070,7200,2.0,0,3,8,3070,0,2005,98059,47.4899,-122.13799999999999,2590,7200
3578110020,1412121600000000000,436000.0,3,2.25,1800,6680,2.0,0,3,8,1800,0,1983,98034,47.7293,-122.223,1630,8621
3578401330,1405641600000000000,450000.0,3,1.75,1540,9154,1.0,0,3,8,1540,0,1983,98074,47.6207,-122.042,1990,10273
7525000080,1398988800000000000,588500.0,3,1.75,2330,14892,1.0,0,3,8,1970,360,1980,98074,47.6267,-122.046,2570,14217
4273000095,1431302400000000000,340000.0,4,1.75,1400,8374,1.0,0,3,7,1400,0,1953,98166,47.4735,-122.344,1420,8360
4014400190,1405296000000000000,482000.0,4,2.5,2846,85377,1.5,0,3,8,1976,870,2000,98001,47.317,-122.281,1696,57934
2473350470,1431302400000000000,330000.0,3,1.5,1440,7875,1.0,0,4,8,1440,0,1968,98058,47.4561,-122.148,1800,8964
8564950250,1420588800000000000,528000.0,3,2.5,2810,4932,2.0,0,3,8,2810,0,2003,98011,47.7739,-122.227,2470,4919
3438502715,1406678400000000000,385000.0,4,3.0,2090,5102,1.0,0,3,7,1350,740,1994,98106,47.5427,-122.35600000000001,2090,5102
2487200938,1416960000000000000,815000.0,5,3.25,3230,5000,2.0,1,3,9,2350,880,2002,98136,47.5202,-122.39299999999999,1520,5000
1775500362,1413158400000000000,625000.0,4,2.5,2601,34335,2.0,0,3,9,2601,0,1995,98072,47.742,-122.087,2080,32336
4365700130,1427241600000000000,210000.0,3,1.0,1660,7440,1.0,0,3,7,1270,390,1957,98106,47.5242,-122.36200000000001,1540,7440
9136101271,1429142400000000000,599000.0,4,1.0,1590,4280,1.5,0,3,7,1590,0,1924,98103,47.667,-122.335,2230,4280
5561300380,1407369600000000000,450000.0,4,2.5,2500,36254,1.0,0,4,8,1590,910,1978,98027,47.4685,-122.00399999999999,2360,36254
1443550020,1430870400000000000,570000.0,4,2.5,2640,11816,2.0,0,3,8,2640,0,1999,98019,47.733000000000004,-121.96799999999999,2400,11816
644000185,1404691200000000000,875000.0,3,1.5,1820,12686,1.0,0,4,7,1820,0,1952,98004,47.5886,-122.195,3020,11550
5710500010,1402358400000000000,490000.0,3,2.0,2220,10275,2.0,0,3,9,1640,580,1980,98027,47.5304,-122.055,2300,9975
2482410130,1402358400000000000,335000.0,3,1.75,2430,9133,1.0,0,4,7,1410,1020,1978,98059,47.5116,-122.15700000000001,1980,9592
6071900130,1429056000000000000,550000.0,3,1.75,1670,10798,1.0,0,4,8,1670,0,1962,98006,47.549,-122.17,2290,10798
6817800630,1400198400000000000,385000.0,3,1.75,1180,10541,1.0,0,4,7,940,240,1981,98074,47.6348,-122.03200000000001,1230,10879
6204400130,1405641600000000000,395000.0,3,1.75,1620,8085,1.0,0,3,7,1210,410,1976,98011,47.7349,-122.197,1700,8085
293610020,1425427200000000000,637000.0,4,2.75,2900,5803,2.0,0,3,9,2900,0,2007,98028,47.7368,-122.23200000000001,2900,6212
7230400430,1412035200000000000,322400.0,3,1.75,1710,15844,1.0,0,4,8,1710,0,1964,98059,47.4706,-122.1,1990,20359
7140600190,1409875200000000000,233500.0,3,1.5,1580,10517,1.0,0,4,6,1580,0,1957,98002,47.2903,-122.214,1400,10658
6817801410,1403568000000000000,400000.0,3,2.0,1230,11413,1.0,0,3,7,990,240,1984,98074,47.6321,-122.03399999999999,1570,11517
3390600010,1398988800000000000,365000.0,3,1.0,1090,6435,1.0,0,4,7,1090,0,1955,98106,47.5334,-122.365,1340,6435
9238480020,1426723200000000000,699000.0,5,2.75,2970,36817,2.0,0,4,8,2970,0,1978,98072,47.7731,-122.139,2730,29150
1036000080,1412812800000000000,525000.0,3,1.75,1970,8000,1.0,0,4,8,1970,0,1968,98052,47.6324,-122.1,1910,8000
1561930020,1400716800000000000,430000.0,4,3.0,3220,8936,2.0,0,3,9,2450,770,1990,98031,47.4208,-122.213,2810,10500
3876100080,1418601600000000000,325000.0,3,1.0,1600,7500,1.0,0,3,7,1600,0,1966,98034,47.7198,-122.182,2050,7200
8820900299,1423008000000000000,419950.0,3,3.0,2150,3962,1.5,0,3,7,1540,610,1949,98125,47.7183,-122.285,1730,4609
8132700185,1429142400000000000,425000.0,2,1.0,620,4455,1.0,0,3,6,620,0,1927,98117,47.6877,-122.395,1180,5000
3298700426,1404864000000000000,226550.0,3,1.0,990,4440,1.0,0,3,6,990,0,1943,98106,47.522,-122.354,990,6771
5469500020,1430784000000000000,439950.0,3,2.25,2170,15000,2.0,0,4,8,2170,0,1978,98042,47.3863,-122.15799999999999,2430,14256
6430000280,1418688000000000000,453000.0,4,2.0,1880,5100,1.0,0,3,8,1880,0,1952,98103,47.6872,-122.34899999999999,1610,4590
5151600170,1413417600000000000,285000.0,3,1.5,1780,12231,1.0,0,4,8,1780,0,1956,98003,47.335,-122.321,2460,12663
5706200170,1418688000000000000,425000.0,3,1.75,1680,14630,1.5,0,3,8,1680,0,1985,98027,47.5272,-122.044,1920,14630
5536500020,1405468800000000000,540000.0,4,2.5,2290,4450,2.0,0,3,9,2290,0,2004,98072,47.7385,-122.169,2570,5096
6205500280,1429574400000000000,576000.0,3,1.75,1500,13891,1.0,0,4,7,1500,0,1951,98005,47.5866,-122.175,2020,13891
7199330010,1429228800000000000,525000.0,3,1.75,1720,7200,1.0,0,3,7,1140,580,1977,98052,47.6977,-122.132,1700,8400
1332200130,1408665600000000000,324950.0,4,2.5,2641,8615,2.0,0,3,7,2641,0,1998,98031,47.4038,-122.213,2641,8091
3342102880,1407715200000000000,464000.0,3,2.5,2460,5400,1.0,0,4,8,1520,940,2001,98056,47.5231,-122.20200000000001,1745,5400
2557000630,1404691200000000000,266000.0,4,2.25,1995,7102,2.0,0,4,8,1995,0,1981,98023,47.2986,-122.37,1880,7950
2558660190,1414627200000000000,459000.0,3,1.75,1730,7807,1.0,0,3,7,1260,470,1976,98034,47.7211,-122.169,1800,7650
4388000460,1413244800000000000,195000.0,3,1.0,1070,7615,1.0,0,4,7,1070,0,1969,98023,47.3189,-122.37299999999999,1240,6906
3224800010,1415750400000000000,235000.0,3,1.5,1660,8738,1.0,0,4,7,1080,580,1959,98002,47.3117,-122.208,1500,8466
1672000020,1416960000000000000,711800.0,4,2.25,2410,16650,1.0,0,4,8,2410,0,1965,98006,47.5706,-122.163,2720,11141
7821200307,1424131200000000000,515000.0,2,1.0,970,3300,1.0,0,4,7,970,0,1916,98103,47.6609,-122.34299999999999,1060,3600
4219400290,1398988800000000000,1200000.0,5,2.75,2910,9480,1.5,0,3,8,2910,0,1939,98105,47.6552,-122.27799999999999,2940,6600
6072650290,1428278400000000000,560000.0,3,1.75,2340,12443,1.5,0,4,8,2340,0,1965,98006,47.5432,-122.177,1970,9600
5647900670,1403222400000000000,340000.0,3,1.75,1880,11249,1.0,0,3,7,1330,550,1985,98001,47.3295,-122.257,1870,14547
319500080,1403049600000000000,764000.0,4,2.5,2790,7938,2.0,0,3,9,2790,0,1997,98074,47.6223,-122.02600000000001,2780,7779
9526500080,1406592000000000000,337000.0,4,2.0,1590,8779,1.0,0,3,8,1590,0,2001,98019,47.7408,-121.97399999999999,2090,9600
8128700005,1416355200000000000,249000.0,4,1.0,1200,7552,1.0,0,3,6,1060,140,1919,98126,47.5317,-122.37,1580,7680
3444910020,1405382400000000000,350000.0,3,3.0,3200,35782,1.0,0,3,8,2360,840,1978,98042,47.4121,-122.154,3090,37887
2025700130,1422489600000000000,269950.0,3,2.25,1510,6000,1.0,0,4,7,1150,360,1993,98038,47.3484,-122.036,1510,6000
3288301410,1410393600000000000,475000.0,4,2.25,2110,7560,2.0,0,4,8,2110,0,1974,98034,47.7331,-122.18299999999999,2110,7560
9264950660,1425945600000000000,339000.0,3,2.0,2350,8459,1.5,0,3,9,2350,0,1989,98023,47.3043,-122.34899999999999,2430,8459
7750500275,1407369600000000000,397500.0,4,1.75,2220,4760,1.0,0,3,7,1320,900,1918,98106,47.5215,-122.348,940,4760
1425059178,1399420800000000000,460000.0,3,2.0,1760,9055,2.0,0,4,7,1760,0,1985,98052,47.6534,-122.12799999999999,2010,9383
3172600151,1427241600000000000,250000.0,4,1.0,1550,7296,1.5,0,3,6,1550,0,1957,98106,47.5184,-122.366,1370,7680
1934800078,1412035200000000000,430000.0,2,2.25,1040,1516,2.0,0,3,8,1040,0,2008,98122,47.6037,-122.307,1560,1920
923000414,1429401600000000000,670000.0,3,1.75,1850,8160,1.0,0,3,8,1850,0,1952,98177,47.7241,-122.363,1600,8160
2624049167,1429747200000000000,461550.0,3,1.5,2090,11895,1.0,0,3,7,1790,300,1954,98118,47.5362,-122.26700000000001,2180,11072
8929000380,1407196800000000000,479990.0,3,2.5,2010,2386,2.0,0,3,8,1390,620,2014,98029,47.5525,-121.99799999999999,1690,1870
4221250010,1428969600000000000,643000.0,4,2.5,2518,4663,2.0,0,3,8,2518,0,2005,98075,47.5894,-122.01700000000001,2280,4525
8861500080,1412035200000000000,607000.0,3,2.75,2810,12813,2.0,0,3,8,2040,770,1988,98052,47.6796,-122.11399999999999,1890,10336
1592000780,1400803200000000000,625000.0,3,2.5,2600,10092,1.0,0,3,9,2600,0,1984,98074,47.6223,-122.03200000000001,2440,9298
2591820080,1414972800000000000,435000.0,4,2.5,2130,10375,2.0,0,4,8,2130,0,1986,98058,47.4381,-122.16,2220,8508
